GEO UID,Census Tract name,Total Education,No certificate,High (secondary) school,Postsecondary Education,No certificate %,High (secondary) school %,Postsecondary Education %
5350304.06,304.06,3080,145,350,2585,4.71,11.36,83.93
5350305.01,305.01,2235,25,295,1915,1.12,13.2,85.68
5350305.03,305.03,2725,65,315,2345,2.39,11.56,86.06
5350305.05,305.05,4370,70,435,3870,1.6,9.95,88.56
5350305.06,305.06,3055,35,355,2665,1.15,11.62,87.23
5350306.01,306.01,2440,135,390,1915,5.53,15.98,78.48
5350306.02,306.02,2560,60,275,2225,2.34,10.74,86.91
5350307.03,307.03,2995,65,295,2635,2.17,9.85,87.98
5350307.04,307.04,4285,80,485,3720,1.87,11.32,86.81
5350307.05,307.05,2275,25,230,2020,1.1,10.11,88.79
5350307.06,307.06,3115,55,245,2815,1.77,7.87,90.37
5350307.07,307.07,3500,95,455,2955,2.71,13.0,84.43
5350308.02,308.02,2435,70,345,2025,2.87,14.17,83.16
5350308.03,308.03,605,15,90,500,2.48,14.88,82.64
5350308.05,308.05,1430,50,140,1240,3.5,9.79,86.71
5350308.06,308.06,3135,80,320,2740,2.55,10.21,87.4
5350308.07,308.07,2420,45,255,2120,1.86,10.54,87.6
5350309.0,309.0,3450,255,710,2490,7.39,20.58,72.17
5350310.01,310.01,1790,85,240,1460,4.75,13.41,81.56
5350310.02,310.02,3045,240,645,2155,7.88,21.18,70.77
5350311.02,311.02,3490,625,965,1900,17.91,27.65,54.44
5350311.03,311.03,1295,180,320,790,13.9,24.71,61.0
5350311.04,311.04,3520,535,1010,1975,15.2,28.69,56.11
5350311.05,311.05,3855,520,900,2435,13.49,23.35,63.16
5350311.06,311.06,3810,295,700,2815,7.74,18.37,73.88
5350312.02,312.02,1910,540,585,790,28.27,30.63,41.36
5350312.03,312.03,3400,790,1030,1585,23.24,30.29,46.62
5350312.04,312.04,2665,935,870,870,35.08,32.65,32.65
5350312.05,312.05,1910,590,635,680,30.89,33.25,35.6
5350312.06,312.06,1870,410,670,790,21.93,35.83,42.25
5350312.07,312.07,1525,270,510,745,17.7,33.44,48.85
5350313.0,313.0,2990,495,905,1590,16.56,30.27,53.18
5350314.01,314.01,3520,800,960,1755,22.73,27.27,49.86
5350314.02,314.02,2650,455,690,1505,17.17,26.04,56.79
5350315.01,315.01,1635,220,385,1035,13.46,23.55,63.3
5350315.02,315.02,1615,385,470,755,23.84,29.1,46.75
5350315.03,315.03,3000,465,950,1590,15.5,31.67,53.0
5350316.01,316.01,1965,460,620,885,23.41,31.55,45.04
5350316.03,316.03,3175,1065,995,1120,33.54,31.34,35.28
5350316.04,316.04,2055,555,580,920,27.01,28.22,44.77
5350316.05,316.05,2260,550,715,990,24.34,31.64,43.81
5350316.06,316.06,1585,395,505,695,24.92,31.86,43.85
5350317.02,317.02,3830,265,945,2625,6.92,24.67,68.54
5350317.03,317.03,1895,65,280,1555,3.43,14.78,82.06
5350317.04,317.04,3790,150,895,2745,3.96,23.61,72.43
5350317.05,317.05,1150,25,210,915,2.17,18.26,79.57
5350318.01,318.01,2855,125,495,2230,4.38,17.34,78.11
5350318.02,318.02,2655,100,445,2110,3.77,16.76,79.47
5350319.0,319.0,2510,170,525,1815,6.77,20.92,72.31
5350320.01,320.01,2785,160,625,2000,5.75,22.44,71.81
5350320.02,320.02,3120,165,630,2320,5.29,20.19,74.36
5350321.01,321.01,2035,105,390,1545,5.16,19.16,75.92
5350321.02,321.02,2280,95,360,1820,4.17,15.79,79.82
5350322.01,322.01,3020,60,375,2590,1.99,12.42,85.76
5350322.02,322.02,1580,45,225,1310,2.85,14.24,82.91
5350323.01,323.01,2180,80,290,1810,3.67,13.3,83.03
5350323.02,323.02,2020,65,285,1665,3.22,14.11,82.43
5350324.01,324.01,1760,140,310,1310,7.95,17.61,74.43
5350324.02,324.02,3125,165,405,2560,5.28,12.96,81.92
5350324.03,324.03,1465,55,200,1205,3.75,13.65,82.25
5350324.05,324.05,1575,50,190,1335,3.17,12.06,84.76
5350324.06,324.06,1810,30,240,1545,1.66,13.26,85.36
5350330.0,330.0,2095,75,395,1620,3.58,18.85,77.33
5350331.01,331.01,2700,155,465,2085,5.74,17.22,77.22
5350331.03,331.03,3100,475,870,1755,15.32,28.06,56.61
5350331.04,331.04,1875,135,345,1395,7.2,18.4,74.4
5350332.0,332.0,3935,555,1015,2365,14.1,25.79,60.1
5350333.0,333.0,2540,220,585,1730,8.66,23.03,68.11
5350334.0,334.0,1905,105,255,1545,5.51,13.39,81.1
5350335.0,335.0,4115,375,970,2775,9.11,23.57,67.44
5350336.0,336.0,3915,345,1020,2545,8.81,26.05,65.01
5350337.01,337.01,715,125,160,430,17.48,22.38,60.14
5350337.02,337.02,925,125,235,570,13.51,25.41,61.62
5350338.0,338.0,3575,245,815,2515,6.85,22.8,70.35
5350339.0,339.0,3680,115,665,2900,3.12,18.07,78.8
5350340.0,340.0,3975,370,925,2675,9.31,23.27,67.3
5350341.02,341.02,2510,295,615,1600,11.75,24.5,63.75
5350341.03,341.03,1615,215,405,990,13.31,25.08,61.3
5350341.04,341.04,3535,565,925,2045,15.98,26.17,57.85
5350342.0,342.0,4395,465,970,2965,10.58,22.07,67.46
5350343.0,343.0,2150,300,580,1270,13.95,26.98,59.07
5350344.01,344.01,2755,420,665,1670,15.25,24.14,60.62
5350344.02,344.02,1950,300,575,1075,15.38,29.49,55.13
5350345.0,345.0,2290,190,545,1555,8.3,23.8,67.9
5350346.01,346.01,2500,420,605,1480,16.8,24.2,59.2
5350346.02,346.02,3080,290,760,2030,9.42,24.68,65.91
5350347.0,347.0,1905,165,335,1415,8.66,17.59,74.28
5350348.0,348.0,2895,190,590,2115,6.56,20.38,73.06
5350349.0,349.0,3305,380,1010,1920,11.5,30.56,58.09
5350350.0,350.0,2775,290,695,1785,10.45,25.05,64.32
5350351.01,351.01,2825,350,835,1640,12.39,29.56,58.05
5350351.02,351.02,1605,210,365,1030,13.08,22.74,64.17
5350352.0,352.0,2895,280,675,1935,9.67,23.32,66.84
5350353.02,353.02,2800,410,690,1695,14.64,24.64,60.54
5350353.03,353.03,1625,125,385,1120,7.69,23.69,68.92
5350353.04,353.04,2285,350,615,1320,15.32,26.91,57.77
5350354.0,354.0,3005,265,765,1980,8.82,25.46,65.89
5350355.02,355.02,2690,295,715,1675,10.97,26.58,62.27
5350355.04,355.04,2710,270,770,1675,9.96,28.41,61.81
5350355.05,355.05,1905,300,455,1145,15.75,23.88,60.1
5350355.06,355.06,855,110,240,500,12.87,28.07,58.48
5350356.0,356.0,2550,220,675,1650,8.63,26.47,64.71
5350357.01,357.01,3210,675,865,1670,21.03,26.95,52.02
5350357.02,357.02,2420,530,685,1205,21.9,28.31,49.79
5350358.01,358.01,1880,175,525,1175,9.31,27.93,62.5
5350358.02,358.02,2740,350,680,1705,12.77,24.82,62.23
5350358.03,358.03,3100,435,830,1845,14.03,26.77,59.52
5350359.0,359.0,4105,520,1200,2390,12.67,29.23,58.22
5350360.0,360.0,3435,295,820,2320,8.59,23.87,67.54
5350361.01,361.01,2935,95,565,2285,3.24,19.25,77.85
5350361.02,361.02,3900,120,770,3010,3.08,19.74,77.18
5350362.01,362.01,3375,255,770,2345,7.56,22.81,69.48
5350362.02,362.02,3065,225,770,2080,7.34,25.12,67.86
5350362.03,362.03,3365,195,790,2380,5.79,23.48,70.73
5350362.04,362.04,2590,165,780,1640,6.37,30.12,63.32
5350363.02,363.02,1640,105,440,1100,6.4,26.83,67.07
5350363.04,363.04,2210,170,540,1505,7.69,24.43,68.1
5350363.05,363.05,2505,355,615,1545,14.17,24.55,61.68
5350363.06,363.06,4445,240,725,3480,5.4,16.31,78.29
5350363.07,363.07,2820,430,760,1625,15.25,26.95,57.62
5350364.01,364.01,3040,315,755,1975,10.36,24.84,64.97
5350364.02,364.02,1505,140,345,1025,9.3,22.92,68.11
5350365.0,365.0,4330,455,975,2895,10.51,22.52,66.86
5350366.0,366.0,3355,435,830,2095,12.97,24.74,62.44
5350367.01,367.01,2425,215,575,1640,8.87,23.71,67.63
5350367.02,367.02,1920,210,490,1220,10.94,25.52,63.54
5350368.01,368.01,3970,180,585,3200,4.53,14.74,80.6
5350368.02,368.02,1990,175,565,1250,8.79,28.39,62.81
5350369.0,369.0,4105,630,1000,2475,15.35,24.36,60.29
5350370.01,370.01,5410,785,1345,3280,14.51,24.86,60.63
5350370.02,370.02,3040,375,795,1865,12.34,26.15,61.35
5350370.03,370.03,2320,280,605,1435,12.07,26.08,61.85
5350371.0,371.0,4740,460,1170,3105,9.7,24.68,65.51
5350372.0,372.0,2380,250,585,1540,10.5,24.58,64.71
5350373.0,373.0,2720,220,705,1800,8.09,25.92,66.18
5350374.01,374.01,3105,220,615,2270,7.09,19.81,73.11
5350374.02,374.02,1705,220,285,1200,12.9,16.72,70.38
5350374.03,374.03,2020,255,570,1195,12.62,28.22,59.16
5350375.01,375.01,3130,365,645,2115,11.66,20.61,67.57
5350375.02,375.02,900,30,180,695,3.33,20.0,77.22
5350375.03,375.03,2815,365,575,1880,12.97,20.43,66.79
5350375.04,375.04,3230,405,670,2155,12.54,20.74,66.72
5350375.05,375.05,3645,290,715,2645,7.96,19.62,72.57
5350376.01,376.01,2640,445,685,1510,16.86,25.95,57.2
5350376.02,376.02,2640,445,720,1475,16.86,27.27,55.87
5350376.04,376.04,2515,255,600,1655,10.14,23.86,65.81
5350376.05,376.05,3305,795,800,1705,24.05,24.21,51.59
5350376.06,376.06,40,10,20,15,25.0,50.0,37.5
5350376.08,376.08,3025,395,730,1905,13.06,24.13,62.98
5350376.09,376.09,2170,290,550,1330,13.36,25.35,61.29
5350376.11,376.11,1685,255,450,980,15.13,26.71,58.16
5350376.12,376.12,2575,245,515,1805,9.51,20.0,70.1
5350376.13,376.13,1570,165,355,1050,10.51,22.61,66.88
5350376.14,376.14,1935,410,490,1035,21.19,25.32,53.49
5350376.15,376.15,1630,145,310,1180,8.9,19.02,72.39
5350376.16,376.16,2060,260,375,1425,12.62,18.2,69.17
5350377.02,377.02,2270,325,605,1340,14.32,26.65,59.03
5350377.03,377.03,1415,250,260,900,17.67,18.37,63.6
5350377.04,377.04,3120,715,845,1560,22.92,27.08,50.0
5350377.06,377.06,1925,580,590,755,30.13,30.65,39.22
5350377.07,377.07,2365,625,635,1105,26.43,26.85,46.72
5350377.08,377.08,2700,420,575,1710,15.56,21.3,63.33
5350377.09,377.09,3760,215,675,2875,5.72,17.95,76.46
5350378.02,378.02,1560,260,385,910,16.67,24.68,58.33
5350378.03,378.03,4560,460,1150,2950,10.09,25.22,64.69
5350378.04,378.04,3165,375,835,1950,11.85,26.38,61.61
5350378.05,378.05,2020,235,475,1310,11.63,23.51,64.85
5350378.06,378.06,3160,440,835,1890,13.92,26.42,59.81
5350378.07,378.07,3565,470,920,2175,13.18,25.81,61.01
5350378.08,378.08,3315,630,950,1735,19.0,28.66,52.34
5350378.11,378.11,3065,445,715,1910,14.52,23.33,62.32
5350378.12,378.12,2720,435,710,1570,15.99,26.1,57.72
5350378.14,378.14,1830,300,430,1090,16.39,23.5,59.56
5350378.16,378.16,3095,470,855,1765,15.19,27.63,57.03
5350378.17,378.17,1690,160,525,1005,9.47,31.07,59.47
5350378.18,378.18,1290,185,360,740,14.34,27.91,57.36
5350378.19,378.19,2605,495,800,1315,19.0,30.71,50.48
5350378.2,378.2,925,160,305,460,17.3,32.97,49.73
5350378.21,378.21,1860,465,460,935,25.0,24.73,50.27
5350378.22,378.22,1755,450,450,855,25.64,25.64,48.72
5350378.23,378.23,2095,315,455,1325,15.04,21.72,63.25
5350378.24,378.24,2750,440,665,1650,16.0,24.18,60.0
5350378.25,378.25,4030,615,1040,2370,15.26,25.81,58.81
5350378.26,378.26,2730,475,730,1525,17.4,26.74,55.86
5350378.27,378.27,3135,415,840,1880,13.24,26.79,59.97
5350378.28,378.28,3625,500,1065,2060,13.79,29.38,56.83
5350400.02,400.02,3010,120,600,2295,3.99,19.93,76.25
5350400.03,400.03,1510,105,225,1175,6.95,14.9,77.81
5350400.04,400.04,985,75,200,705,7.61,20.3,71.57
5350400.06,400.06,1615,65,360,1190,4.02,22.29,73.68
5350400.07,400.07,1615,70,295,1260,4.33,18.27,78.02
5350400.08,400.08,1315,140,315,870,10.65,23.95,66.16
5350400.11,400.11,3205,575,840,1795,17.94,26.21,56.01
5350400.12,400.12,3545,260,820,2465,7.33,23.13,69.53
5350400.13,400.13,3510,710,975,1825,20.23,27.78,51.99
5350400.14,400.14,2995,705,785,1510,23.54,26.21,50.42
5350400.15,400.15,2345,100,420,1825,4.26,17.91,77.83
5350400.16,400.16,2840,190,540,2110,6.69,19.01,74.3
5350400.17,400.17,2465,445,830,1195,18.05,33.67,48.48
5350400.18,400.18,1260,380,295,580,30.16,23.41,46.03
5350400.19,400.19,6260,345,1165,4745,5.51,18.61,75.8
5350400.2,400.2,3060,265,535,2255,8.66,17.48,73.69
5350400.21,400.21,1830,135,320,1375,7.38,17.49,75.14
5350400.22,400.22,5480,580,1285,3610,10.58,23.45,65.88
5350400.23,400.23,5885,845,1425,3610,14.36,24.21,61.34
5350401.04,401.04,1695,310,420,965,18.29,24.78,56.93
5350401.05,401.05,2020,110,275,1635,5.45,13.61,80.94
5350401.06,401.06,3170,195,545,2430,6.15,17.19,76.66
5350401.07,401.07,1965,50,240,1675,2.54,12.21,85.24
5350401.08,401.08,1755,60,270,1425,3.42,15.38,81.2
5350401.09,401.09,4130,190,730,3200,4.6,17.68,77.48
5350401.1,401.1,2265,85,345,1835,3.75,15.23,81.02
5350401.11,401.11,3385,570,935,1885,16.84,27.62,55.69
5350401.13,401.13,3545,955,1080,1510,26.94,30.47,42.6
5350401.14,401.14,3850,200,720,2935,5.19,18.7,76.23
5350401.15,401.15,1310,100,235,980,7.63,17.94,74.81
5350401.17,401.17,1645,240,430,970,14.59,26.14,58.97
5350401.18,401.18,5535,415,920,4210,7.5,16.62,76.06
5350401.19,401.19,3255,910,805,1545,27.96,24.73,47.47
5350401.2,401.2,2155,500,695,955,23.2,32.25,44.32
5350401.21,401.21,1540,335,455,745,21.75,29.55,48.38
5350401.22,401.22,4435,555,1100,2775,12.51,24.8,62.57
5350401.23,401.23,1015,140,275,605,13.79,27.09,59.61
5350402.01,402.01,1225,25,165,1040,2.04,13.47,84.9
5350402.02,402.02,3585,125,650,2805,3.49,18.13,78.24
5350402.03,402.03,1390,40,205,1140,2.88,14.75,82.01
5350402.04,402.04,2515,60,335,2115,2.39,13.32,84.1
5350402.05,402.05,950,20,150,780,2.11,15.79,82.11
5350402.06,402.06,3155,195,580,2380,6.18,18.38,75.44
5350402.07,402.07,1105,40,145,915,3.62,13.12,82.81
5350402.08,402.08,2625,60,290,2275,2.29,11.05,86.67
5350402.09,402.09,1850,65,320,1465,3.51,17.3,79.19
5350402.1,402.1,2180,75,310,1790,3.44,14.22,82.11
5350402.12,402.12,3650,205,540,2905,5.62,14.79,79.59
5350402.13,402.13,2200,25,225,1945,1.14,10.23,88.41
5350403.01,403.01,3625,200,730,2690,5.52,20.14,74.21
5350403.04,403.04,2400,140,315,1945,5.83,13.12,81.04
5350403.05,403.05,2430,90,360,1980,3.7,14.81,81.48
5350403.07,403.07,6850,515,1250,5085,7.52,18.25,74.23
5350403.09,403.09,2675,170,445,2060,6.36,16.64,77.01
5350403.1,403.1,3120,240,565,2320,7.69,18.11,74.36
5350403.11,403.11,5830,530,1070,4235,9.09,18.35,72.64
5350403.12,403.12,5455,370,955,4125,6.78,17.51,75.62
5350403.13,403.13,3390,180,665,2550,5.31,19.62,75.22
5350403.14,403.14,6340,500,1150,4690,7.89,18.14,73.97
5350403.15,403.15,7015,345,880,5790,4.92,12.54,82.54
5350403.16,403.16,2590,260,535,1795,10.04,20.66,69.31
5350410.02,410.02,2255,130,430,1695,5.76,19.07,75.17
5350410.03,410.03,3345,95,465,2785,2.84,13.9,83.26
5350410.04,410.04,1735,50,295,1385,2.88,17.0,79.83
5350410.05,410.05,3115,40,350,2725,1.28,11.24,87.48
5350410.07,410.07,1720,75,180,1460,4.36,10.47,84.88
5350410.09,410.09,2395,80,385,1930,3.34,16.08,80.58
5350410.1,410.1,1660,65,210,1385,3.92,12.65,83.43
5350410.11,410.11,1640,70,280,1290,4.27,17.07,78.66
5350410.12,410.12,3360,125,590,2640,3.72,17.56,78.57
5350410.13,410.13,3470,115,525,2825,3.31,15.13,81.41
5350410.14,410.14,3090,70,415,2605,2.27,13.43,84.3
5350410.15,410.15,940,55,215,665,5.85,22.87,70.74
5350411.01,411.01,2905,230,595,2080,7.92,20.48,71.6
5350411.04,411.04,2825,180,715,1930,6.37,25.31,68.32
5350411.07,411.07,2505,165,560,1780,6.59,22.36,71.06
5350411.08,411.08,4795,280,795,3710,5.84,16.58,77.37
5350411.09,411.09,3485,165,700,2620,4.73,20.09,75.18
5350411.12,411.12,3015,225,870,1925,7.46,28.86,63.85
5350411.15,411.15,2285,225,550,1510,9.85,24.07,66.08
5350411.16,411.16,3985,195,850,2940,4.89,21.33,73.78
5350411.17,411.17,5575,180,725,4665,3.23,13.0,83.68
5350411.18,411.18,6175,230,795,5155,3.72,12.87,83.48
5350411.19,411.19,5415,120,675,4625,2.22,12.47,85.41
5350411.21,411.21,1530,165,385,975,10.78,25.16,63.73
5350411.22,411.22,2875,255,710,1905,8.87,24.7,66.26
5350411.23,411.23,2580,225,505,1855,8.72,19.57,71.9
5350411.24,411.24,3920,620,1015,2290,15.82,25.89,58.42
5350411.25,411.25,1925,310,420,1195,16.1,21.82,62.08
5350411.26,411.26,2920,265,665,1990,9.08,22.77,68.15
5350411.27,411.27,2235,130,535,1565,5.82,23.94,70.02
5350411.28,411.28,2700,70,280,2350,2.59,10.37,87.04
5350411.29,411.29,3115,95,365,2655,3.05,11.72,85.23
5350411.3,411.3,3850,125,510,3215,3.25,13.25,83.51
5350412.01,412.01,3730,290,845,2595,7.77,22.65,69.57
5350412.02,412.02,5400,600,1365,3440,11.11,25.28,63.7
5350412.04,412.04,2205,210,570,1430,9.52,25.85,64.85
5350412.06,412.06,1620,170,435,1015,10.49,26.85,62.65
5350412.08,412.08,1140,115,300,725,10.09,26.32,63.6
5350412.1,412.1,2880,290,920,1675,10.07,31.94,58.16
5350412.11,412.11,2345,170,650,1535,7.25,27.72,65.46
5350412.12,412.12,2150,190,480,1475,8.84,22.33,68.6
5350412.13,412.13,2790,215,675,1900,7.71,24.19,68.1
5350412.14,412.14,1850,65,355,1425,3.51,19.19,77.03
5350412.15,412.15,2830,110,655,2065,3.89,23.14,72.97
5350412.18,412.18,3565,195,785,2590,5.47,22.02,72.65
5350412.19,412.19,4950,400,1135,3410,8.08,22.93,68.89
5350412.2,412.2,3020,300,835,1885,9.93,27.65,62.42
5350412.22,412.22,4740,495,955,3290,10.44,20.15,69.41
5350412.24,412.24,4940,585,1090,3260,11.84,22.06,65.99
5350412.25,412.25,2970,335,715,1915,11.28,24.07,64.48
5350412.26,412.26,3335,390,695,2245,11.69,20.84,67.32
5350413.01,413.01,8970,600,1870,6495,6.69,20.85,72.41
5350413.02,413.02,8245,725,1515,6005,8.79,18.37,72.83
5350420.03,420.03,3825,305,675,2840,7.97,17.65,74.25
5350420.05,420.05,4495,180,880,3435,4.0,19.58,76.42
5350420.06,420.06,2665,135,380,2155,5.07,14.26,80.86
5350420.08,420.08,2225,180,520,1520,8.09,23.37,68.31
5350420.09,420.09,2645,130,435,2080,4.91,16.45,78.64
5350420.1,420.1,1995,60,230,1705,3.01,11.53,85.46
5350420.11,420.11,2885,50,455,2385,1.73,15.77,82.67
5350420.13,420.13,3745,150,565,3025,4.01,15.09,80.77
5350420.14,420.14,5325,175,820,4330,3.29,15.4,81.31
5350420.15,420.15,1255,75,205,970,5.98,16.33,77.29
5350421.01,421.01,3855,140,650,3065,3.63,16.86,79.51
5350421.04,421.04,1845,65,440,1340,3.52,23.85,72.63
5350421.05,421.05,1880,55,280,1545,2.93,14.89,82.18
5350421.06,421.06,2305,100,405,1800,4.34,17.57,78.09
5350421.07,421.07,2100,40,285,1770,1.9,13.57,84.29
5350422.02,422.02,3380,260,805,2320,7.69,23.82,68.64
5350422.03,422.03,3720,105,615,3000,2.82,16.53,80.65
5350422.04,422.04,2025,90,305,1625,4.44,15.06,80.25
5350422.05,422.05,3725,125,495,3105,3.36,13.29,83.36
5350422.06,422.06,2665,220,565,1885,8.26,21.2,70.73
5350423.01,423.01,1890,30,325,1540,1.59,17.2,81.48
5350423.02,423.02,4300,180,825,3295,4.19,19.19,76.63
5350424.04,424.04,1335,60,265,1010,4.49,19.85,75.66
5350424.05,424.05,4385,220,745,3415,5.02,16.99,77.88
5350424.07,424.07,4625,85,645,3905,1.84,13.95,84.43
5350424.08,424.08,4045,95,535,3420,2.35,13.23,84.55
5350424.09,424.09,2725,160,490,2075,5.87,17.98,76.15
5350424.1,424.1,3470,100,655,2720,2.88,18.88,78.39
5350424.11,424.11,4870,225,815,3820,4.62,16.74,78.44
5350424.13,424.13,2775,90,500,2185,3.24,18.02,78.74
5350424.14,424.14,7380,255,1110,6015,3.46,15.04,81.5
5350424.15,424.15,5625,205,735,4685,3.64,13.07,83.29
5350424.16,424.16,4930,95,725,4110,1.93,14.71,83.37
5350430.03,430.03,2995,175,620,2200,5.84,20.7,73.46
5350430.05,430.05,3875,270,755,2850,6.97,19.48,73.55
5350430.06,430.06,4010,330,795,2885,8.23,19.83,71.95
5350430.07,430.07,5660,370,1175,4120,6.54,20.76,72.79
5350430.08,430.08,3050,140,685,2230,4.59,22.46,73.11
5350431.01,431.01,2860,195,645,2010,6.82,22.55,70.28
5350431.02,431.02,3355,185,695,2475,5.51,20.72,73.77
5350440.0,440.0,4050,185,730,3140,4.57,18.02,77.53
5350441.02,441.02,2155,140,460,1545,6.5,21.35,71.69
5350441.03,441.03,3925,155,765,3005,3.95,19.49,76.56
5350441.04,441.04,3275,90,615,2575,2.75,18.78,78.63
5350442.02,442.02,2445,170,625,1655,6.95,25.56,67.69
5350442.03,442.03,2815,40,450,2330,1.42,15.99,82.77
5350442.04,442.04,1900,65,335,1500,3.42,17.63,78.95
5350442.05,442.05,4010,190,700,3120,4.74,17.46,77.81
5350442.06,442.06,9305,470,1495,7335,5.05,16.07,78.83
5350450.02,450.02,1465,95,345,1025,6.48,23.55,69.97
5350450.03,450.03,4410,315,855,3245,7.14,19.39,73.58
5350450.05,450.05,3455,245,675,2535,7.09,19.54,73.37
5350450.06,450.06,4510,130,760,3625,2.88,16.85,80.38
5350451.01,451.01,1110,75,275,760,6.76,24.77,68.47
5350451.02,451.02,2970,340,740,1895,11.45,24.92,63.8
5350451.03,451.03,3675,245,805,2625,6.67,21.9,71.43
5350451.05,451.05,3230,245,655,2330,7.59,20.28,72.14
5350451.06,451.06,3710,165,700,2850,4.45,18.87,76.82
5350451.07,451.07,2920,205,530,2190,7.02,18.15,75.0
5350452.01,452.01,1755,155,500,1100,8.83,28.49,62.68
5350452.02,452.02,3075,470,845,1755,15.28,27.48,57.07
5350452.03,452.03,2805,230,780,1795,8.2,27.81,63.99
5350452.05,452.05,3530,255,620,2655,7.22,17.56,75.21
5350452.06,452.06,2650,150,570,1930,5.66,21.51,72.83
5350452.07,452.07,2695,175,560,1960,6.49,20.78,72.73
5350455.0,455.0,4745,325,1160,3260,6.85,24.45,68.7
5350456.01,456.01,6545,515,1240,4800,7.87,18.95,73.34
5350456.02,456.02,5545,430,1085,4030,7.75,19.57,72.68
5350456.03,456.03,2085,185,575,1330,8.87,27.58,63.79
5350460.01,460.01,4530,145,815,3575,3.2,17.99,78.92
5350460.02,460.02,1870,185,490,1185,9.89,26.2,63.37
5350461.01,461.01,3760,250,825,2680,6.65,21.94,71.28
5350461.02,461.02,4120,215,1140,2770,5.22,27.67,67.23
5350470.0,470.0,1730,215,545,975,12.43,31.5,56.36
5350471.0,471.0,1865,200,595,1075,10.72,31.9,57.64
5350472.0,472.0,4965,580,1440,2940,11.68,29.0,59.21
5350473.01,473.01,3565,310,1170,2085,8.7,32.82,58.49
5350473.02,473.02,3960,470,1115,2370,11.87,28.16,59.85
5350473.03,473.03,2075,230,800,1050,11.08,38.55,50.6
5350474.0,474.0,3365,380,1095,1895,11.29,32.54,56.32
5350475.0,475.0,3985,430,1265,2290,10.79,31.74,57.47
5350476.01,476.01,105,20,20,60,19.05,19.05,57.14
5350476.02,476.02,1245,240,380,630,19.28,30.52,50.6
5350480.01,480.01,2220,380,730,1110,17.12,32.88,50.0
5350480.03,480.03,1750,275,400,1075,15.71,22.86,61.43
5350480.04,480.04,760,110,235,420,14.47,30.92,55.26
